Date,Value,type,state
200510,45.1,temperature,Montana
200511,33.2,temperature,Montana
200512,20.5,temperature,Montana
200601,31.4,temperature,Montana
200602,23.4,temperature,Montana
200603,30.6,temperature,Montana
200604,44.9,temperature,Montana
200605,52.9,temperature,Montana
200606,61.6,temperature,Montana
200607,71.2,temperature,Montana
200608,65.5,temperature,Montana
200609,54.8,temperature,Montana
200610,40.4,temperature,Montana
200611,30.3,temperature,Montana
200612,25.5,temperature,Montana
200701,21.8,temperature,Montana
200702,22.0,temperature,Montana
200703,38.9,temperature,Montana
200704,40.9,temperature,Montana
200705,52.1,temperature,Montana
200706,60.7,temperature,Montana
200707,73.3,temperature,Montana
200708,65.8,temperature,Montana
200709,55.0,temperature,Montana
200710,44.6,temperature,Montana
200711,31.6,temperature,Montana
200712,21.6,temperature,Montana
200801,18.1,temperature,Montana
200802,24.2,temperature,Montana
200803,31.2,temperature,Montana
200804,37.6,temperature,Montana
200805,49.6,temperature,Montana
200806,56.7,temperature,Montana
200807,66.5,temperature,Montana
200808,65.6,temperature,Montana
200809,53.6,temperature,Montana
200810,43.7,temperature,Montana
200811,35.8,temperature,Montana
200812,14.0,temperature,Montana
200901,21.1,temperature,Montana
200902,25.1,temperature,Montana
200903,28.3,temperature,Montana
200904,39.8,temperature,Montana
200905,50.5,temperature,Montana
200906,56.6,temperature,Montana
200907,64.6,temperature,Montana
200908,63.4,temperature,Montana
200909,60.7,temperature,Montana
200910,36.4,temperature,Montana
200911,35.2,temperature,Montana
200912,12.0,temperature,Montana
201001,20.6,temperature,Montana
201002,21.1,temperature,Montana
201003,36.2,temperature,Montana
201004,41.6,temperature,Montana
201005,46.3,temperature,Montana
201006,57.5,temperature,Montana
201007,64.3,temperature,Montana
201008,63.8,temperature,Montana
201009,54.1,temperature,Montana
201010,47.6,temperature,Montana
201011,26.6,temperature,Montana
201012,19.0,temperature,Montana
201101,19.1,temperature,Montana
201102,16.4,temperature,Montana
201103,28.6,temperature,Montana
201104,37.7,temperature,Montana
201105,47.1,temperature,Montana
201106,56.3,temperature,Montana
201107,66.6,temperature,Montana
201108,66.8,temperature,Montana
201109,58.3,temperature,Montana
201110,45.9,temperature,Montana
201111,30.0,temperature,Montana
201112,26.2,temperature,Montana
201201,25.1,temperature,Montana
201202,24.9,temperature,Montana
201203,39.4,temperature,Montana
201204,44.8,temperature,Montana
201205,49.5,temperature,Montana
201206,60.2,temperature,Montana
201207,70.7,temperature,Montana
201208,66.7,temperature,Montana
201209,58.2,temperature,Montana
201210,41.0,temperature,Montana
201211,32.4,temperature,Montana
201212,21.5,temperature,Montana
201301,21.7,temperature,Montana
201302,27.4,temperature,Montana
201303,30.5,temperature,Montana
201304,36.9,temperature,Montana
201305,51.9,temperature,Montana
201306,59.0,temperature,Montana
201307,67.5,temperature,Montana
201308,67.3,temperature,Montana
201309,58.8,temperature,Montana
201310,40.8,temperature,Montana
201311,30.4,temperature,Montana
201312,16.4,temperature,Montana
201401,24.5,temperature,Montana
201402,14.7,temperature,Montana
201403,29.4,temperature,Montana
201404,41.0,temperature,Montana
201405,51.1,temperature,Montana
201406,56.5,temperature,Montana
201407,67.6,temperature,Montana
201408,64.8,temperature,Montana
201409,55.1,temperature,Montana
201410,47.9,temperature,Montana
201411,25.3,temperature,Montana
201412,25.0,temperature,Montana
201501,24.7,temperature,Montana
201502,26.9,temperature,Montana
201503,39.5,temperature,Montana
201504,42.8,temperature,Montana
201505,49.6,temperature,Montana
201506,63.8,temperature,Montana
201507,66.2,temperature,Montana
201508,65.9,temperature,Montana
201509,57.3,temperature,Montana
201510,48.0,temperature,Montana
201511,30.0,temperature,Montana
201512,23.6,temperature,Montana
201601,23.4,temperature,Montana
201602,33.6,temperature,Montana
201603,37.4,temperature,Montana
201604,45.0,temperature,Montana
201605,51.0,temperature,Montana
201606,62.4,temperature,Montana
201607,65.9,temperature,Montana
201608,64.4,temperature,Montana
201609,54.8,temperature,Montana
201610,44.3,temperature,Montana
201611,39.1,temperature,Montana
201612,14.2,temperature,Montana
201701,15.2,temperature,Montana
201702,25.4,temperature,Montana
201703,35.8,temperature,Montana
201704,42.1,temperature,Montana
201705,52.3,temperature,Montana
201706,60.6,temperature,Montana
201707,71.6,temperature,Montana
201708,65.5,temperature,Montana
201709,55.2,temperature,Montana
201710,42.6,temperature,Montana
201711,30.7,temperature,Montana
201712,21.1,temperature,Montana
201801,21.7,temperature,Montana
201802,11.4,temperature,Montana
201803,28.3,temperature,Montana
201804,37.9,temperature,Montana
201805,55.7,temperature,Montana
201806,59.2,temperature,Montana
201807,66.8,temperature,Montana
201808,64.5,temperature,Montana
201809,53.0,temperature,Montana
201810,41.6,temperature,Montana
201811,30.2,temperature,Montana
201812,25.0,temperature,Montana
201901,24.7,temperature,Montana
201902,5.1,temperature,Montana
201903,25.2,temperature,Montana
201904,41.9,temperature,Montana
201905,47.7,temperature,Montana
201906,58.6,temperature,Montana
201907,65.0,temperature,Montana
201908,64.8,temperature,Montana
201909,55.0,temperature,Montana
201910,35.4,temperature,Montana
201911,29.3,temperature,Montana
201912,25.8,temperature,Montana
202001,23.4,temperature,Montana
202002,25.6,temperature,Montana
202003,31.6,temperature,Montana
202004,38.3,temperature,Montana
202005,50.6,temperature,Montana
202006,59.3,temperature,Montana
202007,65.6,temperature,Montana
202008,67.4,temperature,Montana
202009,57.0,temperature,Montana
202010,39.3,temperature,Montana
202011,32.8,temperature,Montana
202012,28.5,temperature,Montana
202101,26.7,temperature,Montana
202102,13.7,temperature,Montana
202103,36.1,temperature,Montana
202104,40.5,temperature,Montana
202105,48.6,temperature,Montana
202106,65.3,temperature,Montana
202107,72.5,temperature,Montana
202108,64.7,temperature,Montana
202109,58.3,temperature,Montana
202110,45.6,temperature,Montana
202111,36.3,temperature,Montana
202112,19.2,temperature,Montana
202201,22.9,temperature,Montana
197001,0.63,precipitation,Illinois
197002,0.96,precipitation,Illinois
197003,2.47,precipitation,Illinois
197004,5.90,precipitation,Illinois
197005,5.35,precipitation,Illinois
197006,5.77,precipitation,Illinois
197007,3.10,precipitation,Illinois
197008,3.61,precipitation,Illinois
197009,7.63,precipitation,Illinois
197010,3.35,precipitation,Illinois
197011,1.56,precipitation,Illinois
197012,1.43,precipitation,Illinois
197101,1.35,precipitation,Illinois
197102,2.94,precipitation,Illinois
197103,1.50,precipitation,Illinois
197104,1.29,precipitation,Illinois
197105,3.47,precipitation,Illinois
197106,2.99,precipitation,Illinois
197107,4.94,precipitation,Illinois
197108,1.71,precipitation,Illinois
197109,3.25,precipitation,Illinois
197110,1.65,precipitation,Illinois
197111,1.61,precipitation,Illinois
197112,5.51,precipitation,Illinois
197201,1.03,precipitation,Illinois
197202,1.18,precipitation,Illinois
197203,2.85,precipitation,Illinois
197204,5.53,precipitation,Illinois
197205,2.50,precipitation,Illinois
197206,3.87,precipitation,Illinois
197207,3.87,precipitation,Illinois
197208,5.32,precipitation,Illinois
197209,5.09,precipitation,Illinois
197210,2.58,precipitation,Illinois
197211,4.31,precipitation,Illinois
197212,3.41,precipitation,Illinois
197301,1.80,precipitation,Illinois
197302,1.13,precipitation,Illinois
197303,6.30,precipitation,Illinois
197304,5.80,precipitation,Illinois
197305,4.92,precipitation,Illinois
197306,6.08,precipitation,Illinois
197307,4.45,precipitation,Illinois
197308,2.06,precipitation,Illinois
197309,3.92,precipitation,Illinois
197310,3.84,precipitation,Illinois
197311,3.32,precipitation,Illinois
197312,3.99,precipitation,Illinois
197401,3.35,precipitation,Illinois
197402,2.22,precipitation,Illinois
197403,3.45,precipitation,Illinois
197404,3.93,precipitation,Illinois
197405,7.01,precipitation,Illinois
197406,5.75,precipitation,Illinois
197407,1.69,precipitation,Illinois
197408,4.26,precipitation,Illinois
197409,2.71,precipitation,Illinois
197410,1.76,precipitation,Illinois
197411,3.38,precipitation,Illinois
197412,2.15,precipitation,Illinois
197501,3.50,precipitation,Illinois
197502,3.00,precipitation,Illinois
197503,3.39,precipitation,Illinois
197504,4.28,precipitation,Illinois
197505,4.09,precipitation,Illinois
197506,4.01,precipitation,Illinois
197507,3.33,precipitation,Illinois
197508,5.07,precipitation,Illinois
197509,2.73,precipitation,Illinois
197510,1.84,precipitation,Illinois
197511,3.00,precipitation,Illinois
197512,2.51,precipitation,Illinois
197601,1.02,precipitation,Illinois
197602,2.09,precipitation,Illinois
197603,4.57,precipitation,Illinois
197604,2.66,precipitation,Illinois
197605,3.57,precipitation,Illinois
197606,2.91,precipitation,Illinois
197607,3.37,precipitation,Illinois
197608,1.88,precipitation,Illinois
197609,2.24,precipitation,Illinois
197610,3.18,precipitation,Illinois
197611,0.61,precipitation,Illinois
197612,0.44,precipitation,Illinois
197701,1.13,precipitation,Illinois
197702,1.42,precipitation,Illinois
197703,5.58,precipitation,Illinois
197704,2.00,precipitation,Illinois
197705,3.23,precipitation,Illinois
197706,3.69,precipitation,Illinois
197707,3.78,precipitation,Illinois
197708,6.86,precipitation,Illinois
197709,4.82,precipitation,Illinois
197710,4.04,precipitation,Illinois
197711,2.60,precipitation,Illinois
197712,2.65,precipitation,Illinois
197801,1.22,precipitation,Illinois
197802,0.67,precipitation,Illinois
197803,3.01,precipitation,Illinois
197804,3.67,precipitation,Illinois
197805,4.86,precipitation,Illinois
197806,3.08,precipitation,Illinois
197807,4.68,precipitation,Illinois
197808,3.23,precipitation,Illinois
197809,2.85,precipitation,Illinois
197810,1.90,precipitation,Illinois
197811,3.38,precipitation,Illinois
197812,3.17,precipitation,Illinois
197901,2.97,precipitation,Illinois
197902,1.79,precipitation,Illinois
197903,4.62,precipitation,Illinois
197904,5.84,precipitation,Illinois
197905,2.34,precipitation,Illinois
197906,2.81,precipitation,Illinois
197907,5.66,precipitation,Illinois
197908,4.87,precipitation,Illinois
197909,0.46,precipitation,Illinois
197910,1.86,precipitation,Illinois
197911,3.28,precipitation,Illinois
197912,2.13,precipitation,Illinois
198001,0.91,precipitation,Illinois
198002,1.29,precipitation,Illinois
198003,3.36,precipitation,Illinois
198004,2.43,precipitation,Illinois
198005,2.92,precipitation,Illinois
198006,4.48,precipitation,Illinois
198007,3.06,precipitation,Illinois
198008,5.30,precipitation,Illinois
198009,4.75,precipitation,Illinois
198010,2.18,precipitation,Illinois
198011,1.23,precipitation,Illinois
198012,1.74,precipitation,Illinois
198101,0.31,precipitation,Illinois
198102,2.26,precipitation,Illinois
198103,1.13,precipitation,Illinois
198104,5.04,precipitation,Illinois
198105,6.20,precipitation,Illinois
198106,5.48,precipitation,Illinois
198107,6.46,precipitation,Illinois
198108,5.68,precipitation,Illinois
198109,2.75,precipitation,Illinois
198110,2.57,precipitation,Illinois
198111,2.05,precipitation,Illinois
198112,1.76,precipitation,Illinois
198201,4.19,precipitation,Illinois
198202,1.26,precipitation,Illinois
198203,3.67,precipitation,Illinois
198204,3.19,precipitation,Illinois
198205,4.50,precipitation,Illinois
198206,3.82,precipitation,Illinois
198207,5.86,precipitation,Illinois
198208,3.33,precipitation,Illinois
198209,2.72,precipitation,Illinois
198210,2.70,precipitation,Illinois
198211,4.17,precipitation,Illinois
198212,7.17,precipitation,Illinois
198301,0.65,precipitation,Illinois
198302,1.14,precipitation,Illinois
198303,3.20,precipitation,Illinois
198304,6.16,precipitation,Illinois
198305,5.51,precipitation,Illinois
198306,3.91,precipitation,Illinois
198307,2.02,precipitation,Illinois
198308,2.37,precipitation,Illinois
198309,2.57,precipitation,Illinois
198310,4.80,precipitation,Illinois
198311,5.50,precipitation,Illinois
198312,3.46,precipitation,Illinois
198401,0.73,precipitation,Illinois
198402,2.20,precipitation,Illinois
198403,3.98,precipitation,Illinois
198404,4.96,precipitation,Illinois
198405,4.92,precipitation,Illinois
198406,2.49,precipitation,Illinois
198407,3.08,precipitation,Illinois
198408,1.67,precipitation,Illinois
198409,4.43,precipitation,Illinois
198410,4.87,precipitation,Illinois
198411,4.30,precipitation,Illinois
198412,3.68,precipitation,Illinois
198501,1.61,precipitation,Illinois
198502,3.40,precipitation,Illinois
198503,5.25,precipitation,Illinois
198504,2.19,precipitation,Illinois
198505,3.30,precipitation,Illinois
198506,4.50,precipitation,Illinois
198507,3.24,precipitation,Illinois
198508,5.12,precipitation,Illinois
198509,1.70,precipitation,Illinois
198510,3.96,precipitation,Illinois
198511,9.05,precipitation,Illinois
198512,2.31,precipitation,Illinois
198601,0.24,precipitation,Illinois
198602,2.66,precipitation,Illinois
198603,1.53,precipitation,Illinois
198604,1.88,precipitation,Illinois
198605,4.62,precipitation,Illinois
198606,3.98,precipitation,Illinois
198607,5.73,precipitation,Illinois
198608,2.21,precipitation,Illinois
198609,6.25,precipitation,Illinois
198610,4.89,precipitation,Illinois
198611,1.81,precipitation,Illinois
198612,1.65,precipitation,Illinois
198701,1.43,precipitation,Illinois
198702,0.80,precipitation,Illinois
198703,2.08,precipitation,Illinois
198704,2.52,precipitation,Illinois
198705,2.60,precipitation,Illinois
198706,3.33,precipitation,Illinois
198707,4.37,precipitation,Illinois
198708,5.34,precipitation,Illinois
198709,2.11,precipitation,Illinois
198710,1.30,precipitation,Illinois
198711,3.70,precipitation,Illinois
198712,5.11,precipitation,Illinois
198801,2.04,precipitation,Illinois
198802,1.94,precipitation,Illinois
198803,3.32,precipitation,Illinois
198804,1.84,precipitation,Illinois
198805,1.70,precipitation,Illinois
198806,0.99,precipitation,Illinois
198807,2.56,precipitation,Illinois
198808,2.55,precipitation,Illinois
198809,2.36,precipitation,Illinois
198810,2.58,precipitation,Illinois
198811,5.12,precipitation,Illinois
198812,2.33,precipitation,Illinois
198901,1.58,precipitation,Illinois
198902,2.01,precipitation,Illinois
198903,3.06,precipitation,Illinois
198904,3.19,precipitation,Illinois
198905,3.46,precipitation,Illinois
198906,3.06,precipitation,Illinois
198907,3.69,precipitation,Illinois
198908,3.84,precipitation,Illinois
198909,4.77,precipitation,Illinois
198910,1.53,precipitation,Illinois
198911,1.35,precipitation,Illinois
198912,0.85,precipitation,Illinois
199001,2.05,precipitation,Illinois
199002,4.02,precipitation,Illinois
199003,3.35,precipitation,Illinois
199004,2.85,precipitation,Illinois
199005,7.91,precipitation,Illinois
199006,6.44,precipitation,Illinois
199007,4.11,precipitation,Illinois
199008,3.81,precipitation,Illinois
199009,1.84,precipitation,Illinois
199010,4.18,precipitation,Illinois
199011,4.08,precipitation,Illinois
199012,5.30,precipitation,Illinois
199101,1.60,precipitation,Illinois
199102,0.96,precipitation,Illinois
199103,3.98,precipitation,Illinois
199104,3.38,precipitation,Illinois
199105,4.99,precipitation,Illinois
199106,1.62,precipitation,Illinois
199107,2.06,precipitation,Illinois
199108,2.70,precipitation,Illinois
199109,3.13,precipitation,Illinois
199110,5.96,precipitation,Illinois
199111,3.65,precipitation,Illinois
199112,2.09,precipitation,Illinois
199201,1.18,precipitation,Illinois
199202,1.46,precipitation,Illinois
199203,2.54,precipitation,Illinois
199204,2.93,precipitation,Illinois
199205,1.28,precipitation,Illinois
199206,1.72,precipitation,Illinois
199207,7.61,precipitation,Illinois
199208,1.90,precipitation,Illinois
199209,4.69,precipitation,Illinois
199210,1.31,precipitation,Illinois
199211,6.51,precipitation,Illinois
199212,2.68,precipitation,Illinois
199301,3.67,precipitation,Illinois
199302,1.78,precipitation,Illinois
199303,3.05,precipitation,Illinois
199304,5.13,precipitation,Illinois
199305,3.29,precipitation,Illinois
199306,6.85,precipitation,Illinois
199307,6.61,precipitation,Illinois
199308,5.05,precipitation,Illinois
199309,7.54,precipitation,Illinois
199310,2.46,precipitation,Illinois
199311,4.22,precipitation,Illinois
199312,1.53,precipitation,Illinois
199401,1.87,precipitation,Illinois
199402,1.70,precipitation,Illinois
199403,1.31,precipitation,Illinois
199404,6.14,precipitation,Illinois
199405,2.15,precipitation,Illinois
199406,4.16,precipitation,Illinois
199407,2.73,precipitation,Illinois
199408,3.58,precipitation,Illinois
199409,2.38,precipitation,Illinois
199410,2.03,precipitation,Illinois
199411,5.54,precipitation,Illinois
199412,1.92,precipitation,Illinois
199501,3.17,precipitation,Illinois
199502,1.00,precipitation,Illinois
199503,2.46,precipitation,Illinois
199504,4.47,precipitation,Illinois
199505,8.89,precipitation,Illinois
199506,3.53,precipitation,Illinois
199507,2.97,precipitation,Illinois
199508,4.18,precipitation,Illinois
199509,1.28,precipitation,Illinois
199510,3.02,precipitation,Illinois
199511,2.53,precipitation,Illinois
199512,1.41,precipitation,Illinois
199601,2.32,precipitation,Illinois
199602,0.80,precipitation,Illinois
199603,2.09,precipitation,Illinois
199604,5.03,precipitation,Illinois
199605,7.74,precipitation,Illinois
199606,4.24,precipitation,Illinois
199607,4.35,precipitation,Illinois
199608,2.02,precipitation,Illinois
199609,2.94,precipitation,Illinois
199610,2.40,precipitation,Illinois
199611,3.19,precipitation,Illinois
199612,1.70,precipitation,Illinois
199701,2.49,precipitation,Illinois
199702,3.90,precipitation,Illinois
199703,3.00,precipitation,Illinois
199704,2.26,precipitation,Illinois
199705,4.03,precipitation,Illinois
199706,3.76,precipitation,Illinois
199707,2.21,precipitation,Illinois
199708,4.76,precipitation,Illinois
199709,2.38,precipitation,Illinois
199710,1.94,precipitation,Illinois
199711,2.46,precipitation,Illinois
199712,1.91,precipitation,Illinois
199801,2.74,precipitation,Illinois
199802,2.53,precipitation,Illinois
199803,4.58,precipitation,Illinois
199804,4.93,precipitation,Illinois
199805,4.78,precipitation,Illinois
199806,7.64,precipitation,Illinois
199807,3.47,precipitation,Illinois
199808,3.30,precipitation,Illinois
199809,2.28,precipitation,Illinois
199810,4.23,precipitation,Illinois
199811,2.45,precipitation,Illinois
199812,1.56,precipitation,Illinois
199901,4.21,precipitation,Illinois
199902,2.42,precipitation,Illinois
199903,1.72,precipitation,Illinois
199904,5.53,precipitation,Illinois
199905,3.68,precipitation,Illinois
199906,5.28,precipitation,Illinois
199907,2.93,precipitation,Illinois
199908,2.79,precipitation,Illinois
199909,2.18,precipitation,Illinois
199910,1.69,precipitation,Illinois
199911,0.53,precipitation,Illinois
199912,2.75,precipitation,Illinois
200001,1.53,precipitation,Illinois
200002,2.53,precipitation,Illinois
200003,2.03,precipitation,Illinois
200004,2.99,precipitation,Illinois
200005,4.40,precipitation,Illinois
200006,7.34,precipitation,Illinois
200007,4.36,precipitation,Illinois
200008,3.56,precipitation,Illinois
200009,3.81,precipitation,Illinois
200010,2.10,precipitation,Illinois
200011,3.18,precipitation,Illinois
200012,1.94,precipitation,Illinois
200101,1.72,precipitation,Illinois
200102,3.19,precipitation,Illinois
200103,1.22,precipitation,Illinois
200104,2.84,precipitation,Illinois
200105,4.35,precipitation,Illinois
200106,3.81,precipitation,Illinois
200107,3.78,precipitation,Illinois
200108,4.07,precipitation,Illinois
200109,3.37,precipitation,Illinois
200110,6.08,precipitation,Illinois
200111,2.62,precipitation,Illinois
200112,2.60,precipitation,Illinois
200201,2.22,precipitation,Illinois
200202,1.83,precipitation,Illinois
200203,3.36,precipitation,Illinois
200204,5.11,precipitation,Illinois
200205,7.34,precipitation,Illinois
200206,4.02,precipitation,Illinois
200207,2.60,precipitation,Illinois
200208,4.19,precipitation,Illinois
200209,2.11,precipitation,Illinois
200210,3.07,precipitation,Illinois
200211,1.04,precipitation,Illinois
200212,2.17,precipitation,Illinois
200301,0.65,precipitation,Illinois
200302,1.83,precipitation,Illinois
200303,1.98,precipitation,Illinois
200304,3.18,precipitation,Illinois
200305,5.50,precipitation,Illinois
200306,3.79,precipitation,Illinois
200307,5.00,precipitation,Illinois
200308,2.55,precipitation,Illinois
200309,4.25,precipitation,Illinois
200310,1.98,precipitation,Illinois
200311,4.51,precipitation,Illinois
200312,2.56,precipitation,Illinois
200401,1.98,precipitation,Illinois
200402,0.76,precipitation,Illinois
200403,4.14,precipitation,Illinois
200404,1.80,precipitation,Illinois
200405,6.83,precipitation,Illinois
200406,3.17,precipitation,Illinois
200407,4.13,precipitation,Illinois
200408,5.08,precipitation,Illinois
200409,0.68,precipitation,Illinois
200410,4.84,precipitation,Illinois
200411,4.76,precipitation,Illinois
200412,1.80,precipitation,Illinois
200501,5.34,precipitation,Illinois
200502,1.88,precipitation,Illinois
200503,1.56,precipitation,Illinois
200504,2.57,precipitation,Illinois
200505,1.74,precipitation,Illinois
200506,1.87,precipitation,Illinois
200507,3.23,precipitation,Illinois
200508,3.68,precipitation,Illinois
200509,3.63,precipitation,Illinois
200510,1.26,precipitation,Illinois
200511,3.51,precipitation,Illinois
200512,1.16,precipitation,Illinois
200601,2.74,precipitation,Illinois
200602,0.88,precipitation,Illinois
200603,4.58,precipitation,Illinois
200604,3.79,precipitation,Illinois
200605,3.58,precipitation,Illinois
200606,2.98,precipitation,Illinois
200607,4.09,precipitation,Illinois
200608,4.05,precipitation,Illinois
200609,3.43,precipitation,Illinois
200610,3.80,precipitation,Illinois
200611,3.32,precipitation,Illinois
200612,3.40,precipitation,Illinois
200701,2.93,precipitation,Illinois
200702,2.31,precipitation,Illinois
200703,3.21,precipitation,Illinois
200704,3.52,precipitation,Illinois
200705,2.24,precipitation,Illinois
200706,4.13,precipitation,Illinois
200707,3.31,precipitation,Illinois
200708,4.36,precipitation,Illinois
200709,1.59,precipitation,Illinois
200710,3.50,precipitation,Illinois
200711,1.72,precipitation,Illinois
200712,3.87,precipitation,Illinois
200801,2.43,precipitation,Illinois
200802,4.40,precipitation,Illinois
200803,4.53,precipitation,Illinois
200804,4.34,precipitation,Illinois
200805,5.36,precipitation,Illinois
200806,5.49,precipitation,Illinois
200807,5.91,precipitation,Illinois
200808,1.93,precipitation,Illinois
200809,7.62,precipitation,Illinois
200810,2.42,precipitation,Illinois
200811,1.49,precipitation,Illinois
200812,4.25,precipitation,Illinois
200901,1.01,precipitation,Illinois
200902,2.43,precipitation,Illinois
200903,4.05,precipitation,Illinois
200904,6.16,precipitation,Illinois
200905,5.65,precipitation,Illinois
200906,5.12,precipitation,Illinois
200907,4.59,precipitation,Illinois
200908,4.72,precipitation,Illinois
200909,2.28,precipitation,Illinois
200910,8.49,precipitation,Illinois
200911,2.48,precipitation,Illinois
200912,3.98,precipitation,Illinois
201001,1.44,precipitation,Illinois
201002,1.53,precipitation,Illinois
201003,2.74,precipitation,Illinois
201004,3.36,precipitation,Illinois
201005,5.40,precipitation,Illinois
201006,7.71,precipitation,Illinois
201007,5.35,precipitation,Illinois
201008,3.18,precipitation,Illinois
201009,3.73,precipitation,Illinois
201010,1.32,precipitation,Illinois
201011,3.15,precipitation,Illinois
201012,1.77,precipitation,Illinois
201101,1.19,precipitation,Illinois
201102,3.24,precipitation,Illinois
201103,2.72,precipitation,Illinois
201104,7.62,precipitation,Illinois
201105,5.28,precipitation,Illinois
201106,6.69,precipitation,Illinois
201107,3.61,precipitation,Illinois
201108,1.87,precipitation,Illinois
201109,3.56,precipitation,Illinois
201110,1.80,precipitation,Illinois
201111,5.17,precipitation,Illinois
201112,3.35,precipitation,Illinois
201201,1.89,precipitation,Illinois
201202,1.48,precipitation,Illinois
201203,2.08,precipitation,Illinois
201204,3.13,precipitation,Illinois
201205,2.47,precipitation,Illinois
201206,1.73,precipitation,Illinois
201207,1.40,precipitation,Illinois
201208,3.50,precipitation,Illinois
201209,5.04,precipitation,Illinois
201210,3.93,precipitation,Illinois
201211,1.21,precipitation,Illinois
201212,2.25,precipitation,Illinois
201301,3.81,precipitation,Illinois
201302,2.65,precipitation,Illinois
201303,2.61,precipitation,Illinois
201304,6.93,precipitation,Illinois
201305,6.57,precipitation,Illinois
201306,5.33,precipitation,Illinois
201307,3.16,precipitation,Illinois
201308,1.44,precipitation,Illinois
201309,1.69,precipitation,Illinois
201310,3.33,precipitation,Illinois
201311,2.49,precipitation,Illinois
201312,2.48,precipitation,Illinois
201401,1.72,precipitation,Illinois
201402,2.22,precipitation,Illinois
201403,1.46,precipitation,Illinois
201404,5.15,precipitation,Illinois
201405,3.29,precipitation,Illinois
201406,6.77,precipitation,Illinois
201407,3.29,precipitation,Illinois
201408,5.19,precipitation,Illinois
201409,4.11,precipitation,Illinois
201410,4.33,precipitation,Illinois
201411,1.86,precipitation,Illinois
201412,1.90,precipitation,Illinois
201501,1.50,precipitation,Illinois
201502,1.43,precipitation,Illinois
201503,2.35,precipitation,Illinois
201504,3.41,precipitation,Illinois
201505,5.39,precipitation,Illinois
201506,9.44,precipitation,Illinois
201507,5.21,precipitation,Illinois
201508,3.02,precipitation,Illinois
201509,3.42,precipitation,Illinois
201510,1.44,precipitation,Illinois
201511,5.52,precipitation,Illinois
201512,6.67,precipitation,Illinois
201601,0.86,precipitation,Illinois
201602,1.31,precipitation,Illinois
201603,3.35,precipitation,Illinois
201604,3.30,precipitation,Illinois
201605,4.34,precipitation,Illinois
201606,3.13,precipitation,Illinois
201607,6.90,precipitation,Illinois
201608,6.77,precipitation,Illinois
201609,3.42,precipitation,Illinois
201610,2.38,precipitation,Illinois
201611,2.59,precipitation,Illinois
201612,1.40,precipitation,Illinois
201701,2.13,precipitation,Illinois
201702,0.73,precipitation,Illinois
201703,3.56,precipitation,Illinois
201704,6.88,precipitation,Illinois
201705,5.17,precipitation,Illinois
201706,3.19,precipitation,Illinois
201707,4.81,precipitation,Illinois
201708,2.40,precipitation,Illinois
201709,0.83,precipitation,Illinois
201710,5.00,precipitation,Illinois
201711,2.26,precipitation,Illinois
201712,0.84,precipitation,Illinois
201801,1.30,precipitation,Illinois
201802,4.88,precipitation,Illinois
201803,3.91,precipitation,Illinois
201804,2.42,precipitation,Illinois
201805,3.80,precipitation,Illinois
201806,6.29,precipitation,Illinois
201807,3.44,precipitation,Illinois
201808,4.91,precipitation,Illinois
201809,4.90,precipitation,Illinois
201810,3.68,precipitation,Illinois
201811,3.01,precipitation,Illinois
201812,3.25,precipitation,Illinois
201901,3.31,precipitation,Illinois
201902,3.21,precipitation,Illinois
201903,4.06,precipitation,Illinois
201904,4.58,precipitation,Illinois
201905,8.16,precipitation,Illinois
201906,5.16,precipitation,Illinois
201907,3.05,precipitation,Illinois
201908,4.05,precipitation,Illinois
201909,5.00,precipitation,Illinois
201910,5.00,precipitation,Illinois
201911,2.40,precipitation,Illinois
201912,1.88,precipitation,Illinois
202001,4.36,precipitation,Illinois
202002,2.01,precipitation,Illinois
202003,3.95,precipitation,Illinois
202004,4.32,precipitation,Illinois
202005,5.28,precipitation,Illinois
202006,3.61,precipitation,Illinois
202007,5.61,precipitation,Illinois
202008,1.91,precipitation,Illinois
202009,3.26,precipitation,Illinois
202010,2.97,precipitation,Illinois
202011,2.95,precipitation,Illinois
202012,1.71,precipitation,Illinois
202101,2.47,precipitation,Illinois
202102,1.67,precipitation,Illinois
202103,3.97,precipitation,Illinois
202104,3.04,precipitation,Illinois
202105,4.30,precipitation,Illinois
202106,5.17,precipitation,Illinois
202107,4.99,precipitation,Illinois
202108,3.73,precipitation,Illinois
202109,2.29,precipitation,Illinois
202110,6.02,precipitation,Illinois
202111,0.86,precipitation,Illinois
202112,2.52,precipitation,Illinois
202201,1.05,precipitation,Illinois
197001,25.8,temperature,Maryland
197002,33.2,temperature,Maryland
197003,38.2,temperature,Maryland
197004,51.7,temperature,Maryland
197005,64.5,temperature,Maryland
197006,70.6,temperature,Maryland
197007,74.6,temperature,Maryland
197008,74.2,temperature,Maryland
197009,70.4,temperature,Maryland
197010,58.8,temperature,Maryland
197011,46.0,temperature,Maryland
197012,36.0,temperature,Maryland
197101,28.0,temperature,Maryland
197102,35.0,temperature,Maryland
197103,39.9,temperature,Maryland
197104,50.5,temperature,Maryland
197105,59.7,temperature,Maryland
197106,71.9,temperature,Maryland
197107,73.8,temperature,Maryland
197108,72.1,temperature,Maryland
197109,69.2,temperature,Maryland
197110,61.4,temperature,Maryland
197111,44.5,temperature,Maryland
197112,42.5,temperature,Maryland
197201,35.3,temperature,Maryland
197202,32.2,temperature,Maryland
